datetime,value
2020-04-14 00:04:00,100.0
2020-04-15 00:04:00,100.77901597981497
2020-04-16 00:04:00,100.05999758157655
2020-04-17 00:04:00,104.87400545604436
2020-04-21 00:04:00,102.4627925627119
2020-04-22 00:04:00,101.95108665369533
2020-04-23 00:04:00,105.39837002974372
2020-04-24 00:04:00,105.52817284771338
2020-04-28 00:04:00,109.51891071256792
2020-04-29 00:04:00,108.87096144408237
2020-04-30 00:04:00,109.56330772829203
2020-05-01 00:04:00,109.6738456408769
2020-05-05 00:04:00,111.02045801050048
2020-05-06 00:04:00,111.80885098903599
2020-05-07 00:04:00,112.70919309075664
2020-05-08 00:04:00,113.460116753221
2020-05-12 00:04:00,112.65536192860743
2020-05-13 00:04:00,111.3020317834493
2020-05-14 00:04:00,110.71329953618356
2020-05-15 00:04:00,111.3020148142729
2020-05-19 00:04:00,110.04226001056098
2020-05-20 00:04:00,109.20470132839704
2020-05-21 00:04:00,107.9499117478518
2020-05-22 00:04:00,106.53017744867724
2020-05-27 00:04:00,110.58150901173077
2020-05-28 00:04:00,114.07025216313284
2020-05-29 00:04:00,113.47991209375039
2020-06-02 00:04:00,111.7023382930512
2020-06-03 00:04:00,112.92643148115687
2020-06-04 00:04:00,113.85683442713521
2020-06-05 00:04:00,111.62898224570318
2020-06-09 00:04:00,119.69141865428705
2020-06-10 00:04:00,118.48040403947427
2020-06-11 00:04:00,118.39410655713056
2020-06-12 00:04:00,118.39410655713056
2020-06-16 00:04:00,121.59720193766273
2020-06-17 00:04:00,119.84356996894971
2020-06-18 00:04:00,119.68583424598216
